Date,Month,Title,Company,Location,Seniority,Employment Type,Job Functions,Industries,API Link,Original Link,Niveau Étude,Experience,Keyword
2025-12-26,December,Client Manager Algeria,Siemens Energy,"Algiers, Algiers, Algeria",Associate,Full-time,Sales,"Appliances, Electrical, and Electronics Manufacturing",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4329330030,https://dz.linkedin.com/jobs/view/client-manager-algeria-at-siemens-energy-4329330030,Bac+8 / Doctorat,5 ans/years,General Search
2025-12-26,December,Responsable développement RH et communication interne,Bel,"Kolea, Tipaza, Algeria",Mid-Senior level,Internship,Human Resources,Food and Beverage Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346265534,https://dz.linkedin.com/jobs/view/responsable-d%C3%A9veloppement-rh-et-communication-interne-at-bel-4346265534,Bac+5 / Master / Ingénieur,5 ans/years,General Search
2025-12-26,December,Legal Assistant,Ait Amar Attorney at Law,"Algiers, Algiers, Algeria",Entry level,Full-time,Legal,Legal Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4350581933,https://dz.linkedin.com/jobs/view/legal-assistant-at-ait-amar-attorney-at-law-4350581933,Bac+4,N/A,General Search
2025-12-26,December,Quality Assurance Quality Control Engineer,Sofomation,Algeria,Mid-Senior level,Full-time,"Engineering, Quality Assurance, and Other",Oil and Gas,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4345822967,https://dz.linkedin.com/jobs/view/quality-assurance-quality-control-engineer-at-sofomation-4345822967,Bac+5 / Master / Ingénieur,10 ans/years,General Search
2025-12-26,December,HR Director – Algeria Operations,Confidential,"Algiers, Algeria",Director,Full-time,Human Resources,Dairy Product Manufacturing and Food and Beverage Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346157742,https://dz.linkedin.com/jobs/view/hr-director-%E2%80%93-algeria-operations-at-confidential-4346157742,Bac+5 / Master / Ingénieur,8 ans/years,General Search
2025-12-26,December,Sales Representative - Completions and Wellbore Intervention,Baker Hughes,"Algiers, Algiers, Algeria",Entry level,Full-time,Sales and Business Development,Energy Technology,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346226542,https://dz.linkedin.com/jobs/view/sales-representative-completions-and-wellbore-intervention-at-baker-hughes-4346226542,N/A,N/A,General Search
2025-12-26,December,DIRECTEUR TECHNIQUE PRODUCTION DM,BEYKEN MEDICAL DZ,"Constantine, Algeria",Director,Full-time,Information Technology,Medical Equipment Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4350492751,https://dz.linkedin.com/jobs/view/directeur-technique-production-dm-at-beyken-medical-dz-4350492751,N/A,2 ans/years,General Search
2025-12-26,December,Vidéaste monteur – Vidéos courtes pour réseaux sociaux          (Part time - fully Remote),Hikma Virtual Partners,Algeria,Entry level,Part-time,"Marketing, Public Relations, and Writing/Editing",IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4350472410,https://dz.linkedin.com/jobs/view/vid%C3%A9aste-monteur-%E2%80%93-vid%C3%A9os-courtes-pour-r%C3%A9seaux-sociaux-part-time-fully-remote-at-hikma-virtual-partners-4350472410,N/A,N/A,General Search
2025-12-26,December,Lead Electrical Substation Protection and Control Engineer (Ingénieur protection et CCN des postes Electriques),GE Vernova,"Algiers, Algiers, Algeria",Mid-Senior level,Full-time,Engineering and Information Technology,Electric Power Generation,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346216044,https://dz.linkedin.com/jobs/view/lead-electrical-substation-protection-and-control-engineer-ing%C3%A9nieur-protection-et-ccn-des-postes-electriques-at-ge-vernova-4346216044,Bac+5 / Master / Ingénieur,5 ans/years,General Search
2025-12-26,December,Insurance Specialist (Fluent in French) - Freelance AI Trainer Project,"Meridial Marketplace, by Invisible",Algeria,Mid-Senior level,Contract,Other,Software Development,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4277437416,https://dz.linkedin.com/jobs/view/insurance-specialist-fluent-in-french-freelance-ai-trainer-project-at-meridial-marketplace-by-invisible-4277437416,Bac+5 / Master / Ingénieur,Senior (> 5 ans),General Search
2025-12-26,December,Thérapeute physique,ARG,"Algiers, Algiers, Algeria",Entry level,Full-time,Health Care Provider,Wellness and Fitness Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4350402020,https://dz.linkedin.com/jobs/view/th%C3%A9rapeute-physique-at-arg-4350402020,Certified,N/A,General Search
2025-12-26,December,Assistant Store Manager - Banter by Piercing Pagoda - Arbor Place,Signet Jewelers,"Zaouiet Kounta, Adrar, Algeria",Entry level,Full-time,Sales and Business Development,Retail,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4325497299,https://dz.linkedin.com/jobs/view/assistant-store-manager-banter-by-piercing-pagoda-arbor-place-at-signet-jewelers-4325497299,Bac+2 / BTS / DUT,N/A,General Search
2025-12-26,December,Human Resources Business Partner,Juhayna Food Industries,"El Sheikh Zaid, Al Jizah, Egypt",Associate,Full-time,Human Resources,Food and Beverage Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4350471907,https://eg.linkedin.com/jobs/view/human-resources-business-partner-at-juhayna-food-industries-4350471907,Bac+8 / Doctorat,1 ans/years,General Search
2025-12-26,December,Teller - Airport - Shift Basis (Cairo - Borg El Arab - Sharm El Sheikh - Hurghada - Damietta),Banque du Caire,"Cairo, Egypt",Entry level,Full-time,Sales,Banking,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346119540,https://eg.linkedin.com/jobs/view/teller-airport-shift-basis-cairo-borg-el-arab-sharm-el-sheikh-hurghada-damietta-at-banque-du-caire-4346119540,Bac+5 / Master / Ingénieur,0 ans/years,General Search
2025-12-26,December,Retail Sales Representative,DHL Express,"Cairo, Cairo, Egypt",Mid-Senior level,Full-time,Sales and Business Development,"Transportation, Logistics, Supply Chain and Storage",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4325475271,https://eg.linkedin.com/jobs/view/retail-sales-representative-at-dhl-express-4325475271,Bac+4,N/A,General Search
2025-12-26,December,Retail Representative,DHL Express,"Cairo, Cairo, Egypt",Entry level,Full-time,Sales and Business Development,"Transportation, Logistics, Supply Chain and Storage",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4306007287,https://eg.linkedin.com/jobs/view/retail-representative-at-dhl-express-4306007287,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-26,December,Document Controller,ELSEWEDY ELECTRIC,"New Cairo, Cairo, Egypt",Mid-Senior level,Full-time,Project Management and Information Technology,"Appliances, Electrical, and Electronics Manufacturing",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346350915,https://eg.linkedin.com/jobs/view/document-controller-at-elsewedy-electric-4346350915,Bac+4,4 ans/years,General Search
2025-12-26,December,Customer Support Representative.,Tabby | تابي,Egypt,Entry level,Full-time,Other,Financial Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4104818683,https://eg.linkedin.com/jobs/view/customer-support-representative-at-tabby-%D8%AA%D8%A7%D8%A8%D9%8A-4104818683,N/A,N/A,General Search
2025-12-26,December,مساعد مدير مخزن,Confidential,"Alexandria, Egypt",Not Applicable,Full-time,Customer Service,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346304217,https://eg.linkedin.com/jobs/view/%D9%85%D8%B3%D8%A7%D8%B9%D8%AF-%D9%85%D8%AF%D9%8A%D8%B1-%D9%85%D8%AE%D8%B2%D9%86-at-confidential-4346304217,N/A,2 ans/years,General Search
2025-12-26,December,Front Office Agent,Fairmont Nile City,"Cairo, Egypt",Entry level,Full-time,Customer Service,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346158343,https://eg.linkedin.com/jobs/view/front-office-agent-at-fairmont-nile-city-4346158343,Bac+2 / BTS / DUT,N/A,General Search
