Date,Month,Title,Company,Location,Seniority,Employment Type,Job Functions,Industries,API Link,Original Link,Niveau Étude,Experience,Keyword
2025-12-20,December,Business Administration Professional,Siemens,"Algiers, Algiers, Algeria",Mid-Senior level,Full-time,Finance,Automation Machinery Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4344918267,https://dz.linkedin.com/jobs/view/business-administration-professional-at-siemens-4344918267,Bac,2 ans/years,General Search
2025-12-20,December,Administrative Officer (Reception),SANY Middle East & North Africa,"Oued Smar, Algiers, Algeria",Mid-Senior level,Full-time,"Administrative, Customer Service, and Management","Machinery Manufacturing, Industrial Machinery Manufacturing, and Automation Machinery Manufacturing",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328117372,https://dz.linkedin.com/jobs/view/administrative-officer-reception-at-sany-middle-east-north-africa-4328117372,Bac+3 / Licence,N/A,General Search
2025-12-20,December,Regulatory Affairs Lead - Algeria &Tunisia,Takeda,"Algiers, Algiers, Algeria",Mid-Senior level,Full-time,Legal,Pharmaceutical Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4344858746,https://dz.linkedin.com/jobs/view/regulatory-affairs-lead-algeria-tunisia-at-takeda-4344858746,Bac+3 / Licence,5 ans/years,General Search
2025-12-20,December,Responsable du back office,anonyme,"Sidi M'Hamed, Algiers, Algeria",Mid-Senior level,Full-time,Administrative,Financial Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4350237581,https://dz.linkedin.com/jobs/view/responsable-du-back-office-at-anonyme-4350237581,Bac,N/A,General Search
2025-12-20,December,产品经理,Midea Group,"Algiers, Algiers, Algeria",Mid-Senior level,Full-time,"Sales, Product Management, and Marketing","Household Appliance Manufacturing, Machinery Manufacturing, and Retail Motor Vehicles",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328047212,https://dz.linkedin.com/jobs/view/%E4%BA%A7%E5%93%81%E7%BB%8F%E7%90%86-at-midea-group-4328047212,N/A,3 ans/years,General Search
2025-12-20,December,Cadre financier,CEPRO SPA ALGERIE,"Tessala El Merdja, Algiers, Algeria",Mid-Senior level,Full-time,Finance and Sales,Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4350373329,https://dz.linkedin.com/jobs/view/cadre-financier-at-cepro-spa-algerie-4350373329,N/A,N/A,General Search
2025-12-20,December,Client Onboarding Specialist,NielsenIQ,Algeria,Mid-Senior level,Full-time,General Business,Market Research,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4327978543,https://dz.linkedin.com/jobs/view/client-onboarding-specialist-at-nielseniq-4327978543,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-20,December,Part-time Sales (Remote),Flowmingo AI,Algeria,Not Applicable,Part-time,"Human Resources, Sales, and Marketing","Software Development and Technology, Information and Media",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328140502,https://dz.linkedin.com/jobs/view/part-time-sales-remote-at-flowmingo-ai-4328140502,Bac+8 / Doctorat,N/A,General Search
2025-12-20,December,Product Demonstrator,iqlang,Algeria,Entry level,Full-time,Sales and Business Development,Education,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4350177684,https://dz.linkedin.com/jobs/view/product-demonstrator-at-iqlang-4350177684,Bac,N/A,General Search
2025-12-20,December,Chargé de Développement Commercial,NIA,"Algiers, Algiers, Algeria",Mid-Senior level,Contract,Business Development and Sales,Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4350325258,https://dz.linkedin.com/jobs/view/charg%C3%A9-de-d%C3%A9veloppement-commercial-at-nia-4350325258,Bac+2 / BTS / DUT,N/A,General Search
2025-12-20,December,Technicien frigoriste,Newrest,"Oggaz, Mascara, Algeria",Entry level,Full-time,Management and Manufacturing,Food and Beverage Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4350285372,https://dz.linkedin.com/jobs/view/technicien-frigoriste-at-newrest-4350285372,Bac+2 / BTS / DUT,N/A,General Search
2025-12-20,December,Commercial B2C – Énergie (Appels sortants),Sqwad,Algeria,Associate,Full-time,Sales and Business Development,Telecommunications,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4350382060,https://dz.linkedin.com/jobs/view/commercial-b2c-%E2%80%93-%C3%A9nergie-appels-sortants-at-sqwad-4350382060,Bac+5 / Master / Ingénieur,Confirmé (3-5 ans),General Search
2025-12-20,December,BUSINESS DEVELOPER (H/F),Classe Passerelle,Algeria,Mid-Senior level,Contract,N/A,E-Learning Providers,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4290274777,https://dz.linkedin.com/jobs/view/business-developer-h-f-at-classe-passerelle-4290274777,Certified,2 ans/years,General Search
2025-12-20,December,Verkäufer Getränke (m/w/d),REWE,"Ouled Moussa, Boumerdes, Algeria",Entry level,Part-time,Sales and Business Development,Retail,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4344608044,https://dz.linkedin.com/jobs/view/verk%C3%A4ufer-getr%C3%A4nke-m-w-d-at-rewe-4344608044,N/A,N/A,General Search
