Date,Month,Title,Company,Location,Seniority,Employment Type,Job Functions,Industries,API Link,Original Link,Niveau Étude,Experience,Keyword
2025-12-17,December,VP of Sales for Optical Switch / Network Company,N/A,"Kennesaw, GA",Executive,Full-time,Sales,Telecommunications,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/2025,https://dz.linkedin.com/jobs/view/%D9%81%D8%B1%D8%B5%D8%A9-%D8%A7%D8%B3%D8%AA%D8%AB%D9%86%D8%A7%D8%A6%D9%8A%D8%A9-%D9%88%D8%B8%D9%8A%D9%81%D8%A9-%D9%85%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1-%D9%85%D8%A8%D9%8A%D8%B9%D8%A7%D8%AA-sales-consultant-%D9%84%D8%AF%D9%89-wall-street-english-%D8%AA%D9%88%D9%86%D8%B3-2025-%E2%80%93-%D8%A7%D9%86%D8%B6%D9%85-%D9%84%D9%81%D8%B1%D9%8A%D9%82-%D8%A7%D9%84%D9%86%D8%AC%D8%A7%D8%AD%21-at-%D9%88%D8%B8%D8%A7%D8%A6%D9%81-%D9%81%D9%8A-%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1-4344491330,Bac,10 ans/years,General Search
2025-12-17,December,(Fluent English) Customer Support Consultant (Algeria),SupportYourApp,Algeria,Associate,Contract,Customer Service,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4343978198,https://dz.linkedin.com/jobs/view/fluent-english-customer-support-consultant-algeria-at-supportyourapp-4343978198,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-17,December,(Fluent English) Customer Support Consultant (Algeria),SupportYourApp,"Tlemcen, Tlemcen, Algeria",Associate,Contract,Customer Service,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4344036426,https://dz.linkedin.com/jobs/view/fluent-english-customer-support-consultant-algeria-at-supportyourapp-4344036426,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-17,December,(Fluent English) Customer Support Consultant (Algeria),SupportYourApp,"Constantine, Constantine, Algeria",Associate,Contract,Customer Service,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4343998084,https://dz.linkedin.com/jobs/view/fluent-english-customer-support-consultant-algeria-at-supportyourapp-4343998084,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-17,December,(Fluent English) Customer Support Consultant (Algeria),SupportYourApp,"Oran, Oran, Algeria",Associate,Contract,Customer Service,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4343908614,https://dz.linkedin.com/jobs/view/fluent-english-customer-support-consultant-algeria-at-supportyourapp-4343908614,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-17,December,Office Manager,Marriott International,"Algiers, Algiers, Algeria",Mid-Senior level,Full-time,Administrative,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4344276490,https://dz.linkedin.com/jobs/view/office-manager-at-marriott-international-4344276490,N/A,N/A,General Search
2025-12-17,December,(Fluent English) Customer Support Consultant (Algeria),SupportYourApp,"Annaba, Algeria",Associate,Contract,Customer Service,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4343888633,https://dz.linkedin.com/jobs/view/fluent-english-customer-support-consultant-algeria-at-supportyourapp-4343888633,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-17,December,CADRE D’APPROVISIONNEMENT (VOIR LES DÉTAILS),Pharma Invest SPA,"El Eulma, Setif, Algeria",Mid-Senior level,Full-time,Other,"Health, Wellness & Fitness",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4343959815,https://dz.linkedin.com/jobs/view/cadre-d%E2%80%99approvisionnement-voir-les-d%C3%A9tails-at-pharma-invest-spa-4343959815,Bac+5 / Master / Ingénieur,3 ans/years,General Search
2025-12-17,December,HSE,Marriott International,"Algiers, Algiers, Algeria",Entry level,Full-time,Management and Manufacturing,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4344284912,https://dz.linkedin.com/jobs/view/hse-at-marriott-international-4344284912,Bac+3 / Licence,N/A,General Search
2025-12-17,December,Production Manager,Serioplast,"Hassi Ameur, Oran, Algeria",Mid-Senior level,Full-time,"Sales, General Business, and Education","Wireless Services, Telecommunications, and Communications Equipment Manufacturing",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4343138922,https://dz.linkedin.com/jobs/view/production-manager-at-serioplast-4343138922,Bac+4,5 ans/years,General Search
2025-12-17,December,Commercial,BAVARIA TRAVEL SL,"Hydra, Algiers, Algeria",Entry level,Full-time,Sales and Business Development,Travel Arrangements,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4136155753,https://dz.linkedin.com/jobs/view/commercial-at-bavaria-travel-sl-4136155753,N/A,N/A,General Search
2025-12-17,December,Territory Manager,CEVA SANTE ANIMALE,"Algiers, Algiers, Algeria",Mid-Senior level,Full-time,Sales and Business Development,Pharmaceutical Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4299530981,https://dz.linkedin.com/jobs/view/territory-manager-at-ceva-sante-animale-4299530981,N/A,3 ans/years,General Search
