Date,Month,Title,Company,Location,Seniority,Employment Type,Job Functions,Industries,API Link,Original Link,Niveau Étude,Experience,Keyword
2025-12-19,December,Directeur de centre de visas (m/f/d - Alger Est),CAPAGO International,"Mohammadia, Mascara, Algeria",Director,Full-time,Business Development and Sales,Outsourcing and Offshoring Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4344832205,https://dz.linkedin.com/jobs/view/directeur-de-centre-de-visas-m-f-d-alger-est-at-capago-international-4344832205,Bac+5 / Master / Ingénieur,6 ans/years,General Search
2025-12-19,December,Commercial,ALGERIA HOLDING GROUP FOR TRADE AND INTERNATIONAL INVESTMENT,"Algiers, Algiers, Algeria",Entry level,Full-time,Sales and Business Development,Import & Export,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4344923485,https://dz.linkedin.com/jobs/view/commercial-at-algeria-holding-group-for-trade-and-international-investment-4344923485,N/A,N/A,General Search
2025-12-19,December,HR Operations Manager,Bayer,"Algiers, Algiers, Algeria",Mid-Senior level,Full-time,Human Resources,"Chemical Manufacturing, Pharmaceutical Manufacturing, and Biotechnology Research",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4344567269,https://dz.linkedin.com/jobs/view/hr-operations-manager-at-bayer-4344567269,Bac+5 / Master / Ingénieur,5 ans/years,General Search
2025-12-19,December,Warehouse Operations Executive,Hayat,"Bouinan, Blida, Algeria",Mid-Senior level,Full-time,Supply Chain and Distribution,Chemical Manufacturing and Food and Beverage Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4350104584,https://dz.linkedin.com/jobs/view/warehouse-operations-executive-at-hayat-4350104584,Bac+3 / Licence,8 ans/years,General Search
2025-12-19,December,Legal Counsel Algeria,Sanofi,"Algiers, Algiers, Algeria",Mid-Senior level,Full-time,Legal,Pharmaceutical Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4344642184,https://dz.linkedin.com/jobs/view/legal-counsel-algeria-at-sanofi-4344642184,Bac+5 / Master / Ingénieur,6 ans/years,General Search
2025-12-19,December,Machine Operator,Serioplast,"Hassi Ameur, Oran, Algeria",Entry level,Full-time,"Sales, General Business, and Education","Wireless Services, Telecommunications, and Communications Equipment Manufacturing",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4343867852,https://dz.linkedin.com/jobs/view/machine-operator-at-serioplast-4343867852,Bac+4,N/A,General Search
2025-12-19,December,Technician,Serioplast,"Hassi Ameur, Oran, Algeria",Entry level,Full-time,"Sales, General Business, and Education","Wireless Services, Telecommunications, and Communications Equipment Manufacturing",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4344699809,https://dz.linkedin.com/jobs/view/technician-at-serioplast-4344699809,Bac+5 / Master / Ingénieur,3 ans/years,General Search
2025-12-19,December,Technical Presales Engineer,Ooredoo Algerie,"Algiers, Algeria",Associate,Full-time,Business Development and Information Technology,Telecommunications,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4327945649,https://dz.linkedin.com/jobs/view/technical-presales-engineer-at-ooredoo-algerie-4327945649,Bac+5 / Master / Ingénieur,3 ans/years,General Search
2025-12-19,December,Area Sales Manager-Consumer Foods and Chocolate Mass,Bühler Group,"Bab Ezzouar, Algiers, Algeria",Mid-Senior level,Full-time,Sales and Business Development,Industrial Machinery Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4344694333,https://dz.linkedin.com/jobs/view/area-sales-manager-consumer-foods-and-chocolate-mass-at-b%C3%BChler-group-4344694333,Bac+8 / Doctorat,5 ans/years,General Search
2025-12-19,December,Représentante Commerciale,Albert-Learning,Algeria,Entry level,Full-time,Sales and Business Development,E-Learning Providers,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4344903470,https://dz.linkedin.com/jobs/view/repr%C3%A9sentante-commerciale-at-albert-learning-4344903470,Bac,2 ans/years,General Search
2025-12-19,December,Internship In Artificial Intelligence,Scaleo,"Algiers, Algiers, Algeria",Internship,Internship,N/A,Human Resources Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4345023717,https://dz.linkedin.com/jobs/view/internship-in-artificial-intelligence-at-scaleo-4345023717,N/A,N/A,General Search
